-118.31829,34.15497
-118.23799,34.11621
-118.23819,34.11641
-118.26772,34.07248
-118.26572,34.07142
-118.25932,34.06913
-118.23369,34.05368
-118.22932,34.13486
-118.47352,34.20264
-118.4686,34.15562
-118.38223,34.16415
-118.22469,34.15691
-118.28795,34.07821
-118.30266,34.1566
-118.47437,34.18949
-118.26246,34.07006
-118.23388,34.07314
-118.28186,34.07732
-118.19992,34.20672
-118.33911,34.12095
-118.33928,34.12073
-118.19803,34.20584
-118.34482,34.12634
-118.21435,34.05767
-118.27076,34.15478
-118.27164,34.12121
-118.47605,34.09478
-118.22871,34.12967
-118.22901,34.12964
-118.22086,34.0839
-118.22076,34.08374
-118.39469,34.17878
-118.33441,34.11027
-118.25397,34.06664
-118.47407,34.18784
-118.20237,34.20699
-118.34043,34.15359
-118.29575,34.15541
-118.23973,34.06712
-118.34465,34.12659
-118.3748,34.15118
-118.47493,34.16498
-118.28034,34.15262
-118.46483,34.1593
-118.20137,34.14769
-118.20123,34.14747
-118.21733,34.18555
-118.42216,34.1566
-118.23256,34.07505
-118.25544,34.10658
-118.20101,34.20663
-118.28711,34.15407
-118.41326,34.15664
-118.2666,34.15597
-118.29344,34.15522
-118.22436,34.15699
-118.24427,34.09579
-118.34684,34.12881
-118.29344,34.15544
-118.47341,34.21216
-118.43908,34.15555
-118.37226,34.15297
-118.28441,34.15362
-118.43931,34.15574
-118.20635,34.09335
-118.20616,34.09335
-118.21766,34.18555
-118.3484,34.15367
-118.3535,34.13338
-118.41456,34.15685
-118.37124,34.14745
-118.3711,34.14761
-118.37935,34.15459
-118.39618,34.15434
-118.35135,34.13286
-118.43273,34.15571
-118.44808,34.15666
-118.46896,34.16789
-118.24489,34.11296
-118.22889,34.12302
-118.28911,34.07898
-118.45664,34.15843
-118.45658,34.15818
-118.39497,34.17886
-118.46775,34.17091
-118.22969,34.13486
-118.50495,34.17126
-118.50495,34.17109
-118.47045,34.18011
-118.47022,34.18022
-118.40337,34.2
-118.24348,34.05773
-118.22432,34.16556
-118.24357,34.05759
-118.33698,34.11684
-118.27812,34.14224
-118.32826,34.10634
-118.32497,34.10478
-118.34809,34.12974
-118.40366,34.20164
-118.49872,34.16928
-118.23849,34.09017
-118.36438,34.13876
-118.36006,34.13561
-118.46753,34.1722
-118.2253,34.16339
-118.2257,34.1491
-118.22704,34.14347
-118.22733,34.14352
-118.27786,34.14226
-118.24674,34.15648
-118.2852,34.15247
-118.29809,34.16588
-118.39699,34.15451
-118.2957,34.15559
-118.325,34.15384
-118.32751,34.15351
-118.35921,34.15326
-118.35921,34.15302
-118.35506,34.13401
-118.27372,34.12769
-118.22351,34.20983
-118.38812,34.17154
-118.24209,34.11439
-118.21451,34.0593
-118.27969,34.14847
-118.23931,34.21846
-118.31601,34.10045
-118.31581,34.10054
-118.26825,34.11521
-118.47012,34.16037
-118.47224,34.16378
-118.22862,34.13904
-118.24279,34.09458
-118.23182,34.08581
-118.24819,34.11059
-118.25126,34.06491
-118.42222,34.15679
-118.23661,34.06871
-118.26501,34.11167
-118.34232,34.15403
-118.40424,34.15677
-118.30266,34.15641
-118.31253,34.15469
-118.25102,34.06461
-118.30841,34.15546
-118.47484,34.16521
-118.27178,34.12199
-118.49166,34.16519
-118.40931,34.21979
-118.51814,34.17112
-118.47395,34.18529
-118.21587,34.14511
-118.21587,34.14483
-118.31366,34.0971
-118.31381,34.09699
-118.38801,34.17169
-118.30907,34.09373
-118.46808,34.16028
-118.30918,34.09359
-118.30174,34.08558
-118.30161,34.08571
-118.3059,34.09004
-118.30607,34.08993
-118.40441,34.15655
-118.21492,34.05987
-118.22834,34.07828
-118.26092,34.15646
-118.25506,34.15627
-118.26359,34.1562
-118.22974,34.08406
-118.23893,34.15402
-118.49885,34.16903
-118.24188,34.15564
-118.21724,34.04301
-118.35993,34.13583
-118.38246,34.16421
-118.23143,34.11966
-118.22251,34.14584
-118.22251,34.14559
-118.51976,34.17128
-118.5368,34.17339
-118.47307,34.22164
-118.24992,34.10377
-118.24962,34.10377
-118.47361,34.20112
-118.47326,34.20264
-118.29755,34.08265
-118.29729,34.08294
-118.23113,34.21356
-118.3754,34.1527
-118.27362,34.07488
-118.27356,34.07502
-118.28093,34.07696
-118.30539,34.17115
-118.29325,34.08102
-118.22871,34.07787
-118.47985,34.16526
-118.3173,34.1027
-118.34172,34.15397
-118.18442,34.19638
-118.23182,34.14929
-118.2243,34.14604
-118.1829,34.14163
-118.47985,34.16542
-118.37456,34.15133
-118.31747,34.10262
